market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated
crypto,BNB,BNB Coin,10/08/2024,39773.23628987958,43268.7024592945,44203.07529546389,39609.26791056905,8826945.490606243,95705274204.47118,Crypto,BINANCE,Global,USDT,2024-08-10 01:00:00
stock,AMZN,AMZN Inc,2023-06-08,8677.363471687431,8638.15057283905,8905.516165607029,8353.579540949928,3129896.8774063336,506481213873.1761,Automotive,NYSE,US,USDT,2023-06-08 04:00:00
stock,AAPL,AAPL Inc,01-12-2023,34527.05927714605,31657.12614335443,35753.77462497324,31540.375076263816,7635303.581701455,1299788196506.6213,ai,NASDAQ,US,$,2023-01-12 20:00:00
stock,AMZN,AMZN Inc,2024-03-17,4383.184626969326,4374.751738282369,4592.789850330785,4335.173203431278,5627773.656490916,583113800475.0156,automotive,NASDAQ,Global,$,2024-03-17 14:00:00
stock,AMZN,AMZN Inc,2024-03-16,35694.70073775866,37929.17642946718,39702.496541929446,35002.43099062383,5145143.68063944,437514456018.6024,automotive,NYSE,US,USDT,2024-03-16 03:00:00
stock,AAPL,AAPL Inc,2023-10-27,47163.19270788065,48371.76919913862,48994.7778734612,46305.17964469534,8797565.983442746,1861354310267.361,RETAIL,NASDAQ,Global,USDT,2023-10-27 02:00:00
stock,GOOGL,GOOGL Inc,01/04/2024,25139.914412205275,26313.29100399204,27182.93039827676,23954.174760891467,7253386.09783341,1705336065502.0906,Artificial Intelligence,NASDAQ,US,USD,2024-04-01 07:00:00
stock,AMZN,AMZN Inc,2024-02-08,47045.50501873655,51475.33788963268,52630.28700399047,46972.10190882829,3108894.3290450065,1228572795957.3928,AI,NASDAQ,Global,USDT,2024-02-08 20:00:00
crypto,BNB,BNB Coin,2023-10-31,3761.9850083597876,3494.876058621202,3924.601682563991,3476.315477715977,5326579.308505477,274644546473.53122,Crypto,BINANCE,Global,$,2023-10-31 03:00:00
stock,MSFT,MSFT Inc,24/06/2024,22556.686348879884,24224.18708258008,24479.744289718234,21761.416797490478,7854643.899593424,1025922546571.2766,Retail,NASDAQ,Global,USDT,2024-06-24 19:00:00
crypto,BNB,BNB Coin,2024-06-29,4655.43772737506,4938.276333824465,5097.552611515547,4476.382968731434,7558416.1494510155,374431431136.98425,blockchain,BINANCE,US,$,2024-06-29 06:00:00
stock,AMZN,AMZN Inc,07/07/2023,7110.070279355076,7113.271314634644,7382.967825023889,6822.6613755473845,4628197.45788931,2186469034347.9902,automotive,NYSE,US,usd,2023-07-07 19:00:00
stock,MSFT,MSFT Inc,2024-05-07,15348.677852804272,14482.843282243646,15736.286553646907,13860.96109629439,3832124.4031697363,371015962838.9811,Retail,NASDAQ,Global,$,2024-05-07 09:00:00
stock,,MSFT Inc,31/12/2023,37304.98522120676,38794.72080839391,38978.86097812245,37218.22107744365,7447084.497882808,832737085907.1217,Technology,NASDAQ,US,$,2023-12-31 16:00:00
stock,MSFT,MSFT Inc,04-08-2023,23890.29772428639,22351.391872640168,25039.44012957313,21242.604561866076,6925118.861164546,1851716500285.8276,Artificial Intelligence,NASDAQ,US,USDT,2023-04-08 01:00:00
crypto,BTC,BTC Coin,12-09-2023,45130.068682328456,44053.24068698694,46300.39159481496,43485.70144780719,476617.8666819005,205440508192.6279,blockchain,COINBASE,US,USDT,2023-12-09 14:00:00
stock,GOOGL,GOOGL Inc,2023-05-20,10591.520714408058,9842.540444876931,10594.933020824612,9657.003548674436,7959583.73659262,172880970664.81442,ai,NYSE,US,USD,2023-05-20 07:00:00
crypto,BTC,BTC Coin,02-01-2023,22050.606880419196,21079.14824662066,23003.0855444715,20915.147849381512,6248807.266126099,383060415652.5585,crypto,COINBASE,Global,$,2023-02-01 12:00:00
stock,MSFT,MSFT Inc,2023-06-12,45426.794569347665,42504.955286971795,45525.930607082264,42072.718751279244,5637026.9452841515,826715625539.3845,RETAIL,NYSE,Global,usd,2023-06-12 13:00:00
stock,AAPL,AAPL Inc,13/05/2023,33548.07415938743,35337.63930346837,36829.8523136553,32343.909676718467,256848.92506824195,746938773184.3903,Artificial Intelligence,NASDAQ,Global,USD,2023-05-13 09:00:00
stock,AMZN,AMZN Inc,03-11-2024,42805.369120538366,40304.00601900876,43706.69068668339,38805.54486057132,134613.15158767297,1535016071880.2898,TECHNOLOGY,NYSE,Global,usd,2024-03-11 14:00:00
stock,MSFT,MSFT Inc,2023-05-30,6761.310803182488,7122.049879518091,7245.47615477921,6517.119947550312,9410347.836167179,2696587048365.6074,automotive,NYSE,US,$,2023-05-30 22:00:00
stock,TSLA,TSLA Inc,2023-07-26,34349.263869454575,36133.0411915436,36748.98910524746,33599.87367504476,2702963.2171248095,1975026465354.521,finance,NYSE,Global,usd,2023-07-26 01:00:00
crypto,ETH,ETH Coin,04/06/2024,29969.37589114001,28431.38843484513,31317.635785653536,27835.523396715475,4950810.002070873,334643898613.3633,Crypto,BINANCE,Global,usd,2024-06-04 08:00:00
stock,AAPL,AAPL Inc,02-02-2023,45491.00223797902,49605.88098325161,51001.29101194475,44222.970924060835,3596291.0949808983,113117883431.58176,TECHNOLOGY,NYSE,Global,USD,2023-02-02 21:00:00
crypto,ETH,ETH Coin,20/06/2023,28730.72159683227,26593.702098367634,30051.14764871462,25497.98670652497,7455387.11017283,110878953101.7341,blockchain,COINBASE,Global,usd,2023-06-20 08:00:00
stock,AAPL,AAPL Inc,2024-07-12,11311.293173157128,11442.208223831514,11879.944191415625,11156.745090602648,2338329.7526211776,927594439382.268,AI,NASDAQ,US,$,2024-07-12 20:00:00
stock,TSLA,TSLA Inc,09/04/2024,43442.920828188806,45382.592891871755,46999.78776002843,41854.87588384858,7920251.072436681,998202027306.1068,AI,NYSE,Global,USDT,2024-04-09 15:00:00
crypto,BNB,BNB Coin,07-16-2024,20075.5121027639,19222.548116991118,20197.36067144359,18665.472485779563,170378.07972176358,146575029195.81293,Crypto,COINBASE,US,$,2024-07-16 16:00:00
stock,MSFT,MSFT Inc,19/02/2024,36253.07184077661,39593.756395394914,39749.38588016609,34950.30085406863,4941816.385065391,1373171615887.5066,finance,NASDAQ,US,USD,2024-02-19 09:00:00
stock,MSFT,MSFT Inc,03-21-2023,5850.25781859447,5794.467543315807,6020.128984451878,5742.3775186625035,9978036.414519994,519459966618.7298,TECHNOLOGY,NASDAQ,US,USD,2023-03-21 13:00:00
stock,AAPL,AAPL Inc,10-29-2023,11074.809193796349,11624.071152951734,11936.26675040928,10770.700235789125,9357349.21057879,2325069632161.6826,tech,NYSE,Global,USDT,2023-10-29 13:00:00
crypto,SOL,SOL Coin,2024-06-13,34087.83674646245,30759.200153102527,35562.2575350711,30441.30455375818,2990119.8374264953,282326571833.2663,Blockchain,COINBASE,Global,USDT,2024-06-13 00:00:00
stock,MSFT,MSFT Inc,07-26-2024,2683.388217994483,2442.3429018436086,2773.0931499964245,2342.968562348509,9235554.950535666,883419103394.76,Automotive,NASDAQ,Global,USD,2024-07-26 07:00:00
crypto,ADA,ADA Coin,2023-09-16,17450.769150008866,17032.18994677938,17736.330535593144,16259.264835020324,315270.1463445293,337749749069.85626,Crypto,BINANCE,Global,USD,2023-09-16 16:00:00
crypto,BNB,BNB Coin,02/01/2024,47152.5753234298,51087.45132914464,53156.08119271932,46276.940040467416,8562367.844507797,183592597544.25943,crypto,BINANCE,US,$,2024-01-02 04:00:00
crypto,ETH,ETH Coin,06/04/2023,9016.205049701379,9348.308573649885,9778.63273484768,8574.232976127789,2515189.0780271,208452064503.96783,crypto,BINANCE,Global,usd,2023-04-06 14:00:00
crypto,ADA,ADA Coin,02-21-2023,4960.986535426883,4688.622641119149,5056.233031345073,4674.518191656676,8602797.425498838,109848085552.15222,Blockchain,COINBASE,Global,$,2023-02-21 13:00:00
stock,MSFT,MSFT Inc,2024-07-28,6037.383118349737,5467.512668249919,6070.55345644006,5444.083183141541,1575728.8967169707,2838558610545.224,tech,NASDAQ,US,$,2024-07-28 17:00:00
crypto,BTC,BTC Coin,11-23-2023,11386.84266933949,10295.152869794054,11435.021164811784,10145.768669202549,1824482.1536813779,231191499096.1473,blockchain,COINBASE,Global,usd,2023-11-23 05:00:00
crypto,BNB,BNB Coin,08/02/2024,18869.052476176053,19462.452326105107,19919.20921716348,18816.794839123173,4342387.725205894,95509986146.22438,Crypto,COINBASE,Global,USD,2024-02-08 11:00:00
crypto,ADA,ADA Coin,02-20-2023,26811.780542056313,26548.433169573847,27867.00956150832,26462.311685816512,8363115.985137037,83656713478.00131,blockchain,BINANCE,US,usd,2023-02-20 22:00:00
crypto,ETH,ETH Coin,03-17-2024,10813.64495334507,11710.072193736676,11936.041252774417,10689.399754012271,9895283.884787694,158670691345.74716,blockchain,,US,$,2024-03-17 07:00:00
crypto,BNB,BNB Coin,04-21-2024,23999.224613760587,24958.57337425954,25200.585404939804,23385.13214091219,3123995.240346147,233089859198.53406,blockchain,BINANCE,Global,usd,2024-04-21 16:00:00
stock,GOOGL,GOOGL Inc,03-03-2023,30510.73 USD,30972.69561334957,32151.52198308015,30316.937398856448,2204539.4842228717,501041333320.2829,RETAIL,NASDAQ,US,USDT,2023-03-03 22:00:00
crypto,SOL,SOL Coin,04/11/2023,18375.584186038923,18848.95982191662,19650.266827873555,17692.182534394207,6010011.878374405,312982547561.2511,Blockchain,COINBASE,US,usd,2023-11-04 20:00:00
stock,AMZN,AMZN Inc,01-17-2024,39530.95889960144,41090.38643595041,42671.60991348412,38123.54435570972,7043858.5845968705,1446153442828.541,Retail,NASDAQ,US,USDT,2024-01-17 08:00:00
stock,AAPL,AAPL Inc,2024-01-19,22839.45599772738,22283.743211590874,23218.13421333724,21180.33510016175,1696415.9545165699,1821359564036.2598,Finance,NASDAQ,Global,USDT,2024-01-19 07:00:00
stock,AMZN,AMZN Inc,08-20-2023,42419.39355605716,45474.343857915854,47398.3481960601,42033.20689732434,2214083.204826241,186344854547.9854,AI,NASDAQ,US,USD,2023-08-20 20:00:00
crypto,BTC,BTC Coin,02-17-2023,45393.11016070016,47751.57087968471,47755.91695537326,44166.19471233769,107691.32239728657,199255538931.71622,blockchain,BINANCE,US,USD,2023-02-17 04:00:00
stock,AAPL,AAPL Inc,2024-02-28,21793.764436931982,23506.31536322346,24275.42353081868,21099.07137670092,4907058.369626757,849176530472.2178,AI,NASDAQ,Global,$,2024-02-28 08:00:00
crypto,ADA,ADA Coin,2024-05-05,14989.783399694523,15334.652673236084,15535.725917189016,14600.021627897575,247560.37711707133,327868847995.80475,blockchain,COINBASE,US,usd,2024-05-05 08:00:00
stock,TSLA,TSLA Inc,2023-03-24,2426.9580872938755,2293.1649844749236,2467.4290548862587,2250.186614382464,7200614.622284981,2558303205280.1587,Retail,NASDAQ,US,usd,2023-03-24 04:00:00
stock,TSLA,TSLA Inc,02-08-2024,2182.839639380671,2313.3690346423664,2395.744234994486,2164.454711182043,6765706.11356998,250548616433.4755,RETAIL,NYSE,Global,USD,2024-02-08 04:00:00
crypto,BNB,BNB Coin,2023-03-10,18958.128768526767,19300.073960316753,20077.28054954008,18173.373649130433,4228806.78530109,301649846790.8778,Blockchain,COINBASE,Global,$,2023-03-10 08:00:00
crypto,SOL,SOL Coin,2023-01-22,26636.502222541618,27604.24605226346,28008.467719467688,25347.75160023483,292428.65176400717,297493458549.54517,blockchain,,US,usd,2023-01-22 19:00:00
crypto,ADA,ADA Coin,10-13-2023,47227.55679931212,44500.470861560585,47575.77893620065,42315.80887596205,2313337.30629627,377398564729.4873,blockchain,BINANCE,Global,$,2023-10-13 19:00:00
stock,AAPL,AAPL Inc,05-03-2023,12069.719255557677,12787.587872467922,13266.75829065753,11515.124191884173,6973518.759412824,1009710809052.175,Automotive,NYSE,Global,USDT,2023-05-03 01:00:00
stock,AMZN,AMZN Inc,2023-07-13,6616.983657679237,6933.984063480682,6963.8159923632375,6344.744627823008,1493115.5890500778,1566549508464.8706,Retail,NASDAQ,US,USD,2023-07-13 14:00:00
stock,MSFT,MSFT Inc,27/01/2024,34910.81860020039,34291.402433357514,36346.00959833111,32947.109862749545,9311001.697171943,2817709878457.7876,ai,NASDAQ,Global,USDT,2024-01-27 17:00:00
stock,AMZN,AMZN Inc,06/05/2023,27983.43624399653,29632.491459732944,30587.814806006903,27825.48272373239,8291697.448084147,2094021989428.5164,Automotive,NASDAQ,Global,usd,2023-05-06 20:00:00
crypto,ADA,ADA Coin,02-28-2023,11990.793389212977,10947.827978042847,12122.81137523035,10588.459429426499,289244.7243697588,83143049491.10764,blockchain,COINBASE,Global,$,2023-02-28 04:00:00
stock,GOOGL,GOOGL Inc,2024-07-09,38579.57662294875,41205.51555184282,41223.796976271464,36664.38427732806,1463924.7754017604,951738013169.7356,tech,NASDAQ,US,$,2024-07-09 10:00:00
crypto,SOL,SOL Coin,17/02/2023,23469.209776106363,25735.875801487095,26877.68842137339,23340.279458436475,1285635.8428557725,349667938989.8469,crypto,BINANCE,US,$,2023-02-17 16:00:00
stock,AAPL,AAPL Inc,18/01/2024,49679.59395992776,46192.52593221651,51105.97820062571,44678.05775841749,3879193.542063532,1430935754145.9983,tech,NASDAQ,US,$,2024-01-18 09:00:00
crypto,BTC,BTC Coin,27/11/2023,29399.24943392223,30920.81575777249,31961.66359610976,28706.920174302373,7917320.27650499,356863039095.9979,crypto,COINBASE,US,usd,2023-11-27 10:00:00
stock,AMZN,AMZN Inc,03-27-2024,48341.30950224975,51139.80725546296,52385.90474440633,46318.6099143536,445660.61920997227,2912491388672.048,Automotive,NASDAQ,US,$,2024-03-27 04:00:00
crypto,BNB,BNB Coin,2023-11-30,17019.497399881195,15759.54269999165,17210.767047027322,15037.397480798962,5237246.043657725,96420762504.54791,Blockchain,COINBASE,Global,USD,2023-11-30 07:00:00
stock,TSLA,TSLA Inc,2024-01-30,37141.0038098485,35897.89276434258,38389.05800129732,35687.02752827364,861079.4088275671,387691391608.90564,RETAIL,NASDAQ,Global,usd,2024-01-30 09:00:00
crypto,SOL,SOL Coin,17/03/2023,32265.71 USD,29383.52122576032,32772.290006200885,29216.395321729724,5962739.810124606,395655311028.0206,Crypto,COINBASE,US,USD,2023-03-17 23:00:00
stock,GOOGL,GOOGL Inc,2023-12-30,47025.32427408172,49726.95332847999,51555.75775194743,46762.98673098782,7698029.667141449,868794878062.2963,TECHNOLOGY,NYSE,US,USDT,2023-12-30 08:00:00
stock,TSLA,TSLA Inc,2024-02-17,29198.46491552514,31197.31104761859,31479.40977950885,27976.54314509537,1590603.4994612283,867347676064.6,Retail,NYSE,Global,USD,2024-02-17 15:00:00
stock,AMZN,AMZN Inc,2023-06-10,5170.508472504752,5519.651214162392,5745.492772101801,4951.115781623612,7055666.229926749,590823271240.9371,ai,NYSE,US,usd,2023-06-10 12:00:00
crypto,SOL,SOL Coin,2023-01-17,13816.951337961946,13063.563920991597,13990.067966378048,12887.617707523868,3193851.3463381683,252655345887.9301,Crypto,BINANCE,US,usd,2023-01-17 15:00:00
stock,MSFT,MSFT Inc,01-12-2023,1133.8301824337575,1226.4043540767077,1272.560336082737,1103.9414933816513,9429326.276585372,841098240076.2455,tech,NYSE,Global,usd,2023-01-12 08:00:00
stock,AMZN,AMZN Inc,2024-02-23,33738.50510872558,32423.71811310166,34269.16527799734,32171.96280290302,7870432.512604851,887661313208.5125,AI,NASDAQ,Global,usd,2024-02-23 17:00:00
stock,AAPL,AAPL Inc,22/05/2024,4078.661888173024,3962.488659748875,4233.662773313157,3784.284521311295,6721336.546367802,889381217665.4729,tech,NASDAQ,US,$,2024-05-22 03:00:00
crypto,SOL,SOL Coin,21/03/2023,8969.565508696303,9619.328591539941,9644.032894694445,8820.168541331468,7910598.164838351,356456487665.99243,blockchain,COINBASE,US,USD,2023-03-21 22:00:00
stock,MSFT,MSFT Inc,26/02/2023,10194.39745372754,11060.369718156517,11071.412871636734,9967.608417335912,3729121.2376416177,1339850691801.4036,ai,NASDAQ,US,$,2023-02-26 11:00:00
crypto,ETH,ETH Coin,2023-10-07,26832.89 USD,27019.368335454048,27294.457474096533,26403.161591966178,192463.763630269,187117592215.01306,crypto,BINANCE,Global,USD,2023-10-07 18:00:00
stock,AMZN,AMZN Inc,20/02/2023,23929.582190502715,24130.125873991987,24461.781763735173,23393.171332198217,5161576.220622915,73340441696.44159,finance,NASDAQ,US,USD,2023-02-20 04:00:00
stock,AAPL,AAPL Inc,28/03/2023,32592.21408089038,35577.25164035025,36450.322188616505,32243.56010808269,2476718.0391663234,1054169458770.2079,Technology,NASDAQ,Global,USDT,2023-03-28 07:00:00
stock,AAPL,AAPL Inc,24/01/2024,32448.808665554694,33355.41397193395,34844.792145534826,31204.96512102716,3685132.7207923303,2288232274587.369,Automotive,NASDAQ,US,USDT,2024-01-24 06:00:00
crypto,ADA,ADA Coin,15/04/2024,36308.73763869292,38805.81504758756,39593.25004169007,35141.097323468945,6586859.906709419,37811645519.339355,Crypto,N/A,US,USD,2024-04-15 15:00:00
crypto,ADA,ADA Coin,2024-08-09,14699.156387854324,14305.844588449383,15080.298372163816,13931.438618495027,2087595.5473234938,34858232011.7881,blockchain,COINBASE,Global,USDT,2024-08-09 17:00:00
crypto,ADA,ADA Coin,2023-11-07,46294.17585742962,41915.56058309108,47868.88746242297,41129.034007887385,9244345.120161911,218611210176.01633,blockchain,BINANCE,Global,usd,2023-11-07 00:00:00
stock,AMZN,AMZN Inc,24/03/2024,31245.88719692736,32931.950641031784,33372.91925542697,30614.301990657394,5194691.6725090975,1939581371817.1746,TECHNOLOGY,NYSE,US,$,2024-03-24 00:00:00
crypto,BNB,BNB Coin,01/02/2023,3983.56 USD,3818.348274497419,4039.3297435804743,3765.7029804020613,9206640.695969138,178196640128.71454,Crypto,COINBASE,US,USDT,2023-02-01 14:00:00
stock,TSLA,TSLA Inc,05/11/2023,3740.4507051773817,4114.463573682783,4256.660531321381,3719.2181951557077,1439650.2792220989,700053796401.7773,Automotive,NASDAQ,US,$,2023-11-05 10:00:00
crypto,ETH,ETH Coin,2023-12-21,40668.05406194513,37833.40062214504,40996.25375803966,36500.626802229584,2168657.688909762,321303376241.36066,crypto,BINANCE,US,USDT,2023-12-21 08:00:00
stock,TSLA,TSLA Inc,24/03/2023,18153.56 USD,19102.29068561292,19871.20640885353,17596.194227174507,6826172.9572690725,2926475625089.216,Artificial Intelligence,NYSE,Global,usd,2023-03-24 00:00:00
stock,AAPL,AAPL Inc,26/05/2023,19854.13295358198,21709.742548812043,21892.680404214407,19244.324482164175,7905424.577410433,332322421278.224,Retail,NASDAQ,US,$,2023-05-26 18:00:00
stock,AMZN,AMZN Inc,05-25-2024,31579.614892704183,33810.76179750595,33859.946047318364,31218.287836377116,8825607.843118967,1999615532182.276,Technology,NYSE,Global,USDT,2024-05-25 02:00:00
stock,TSLA,TSLA Inc,12-01-2023,27952.557925854206,27106.090098295972,28023.505303783393,26316.961501412738,6440657.381577687,58361687713.62851,Technology,N/A,Global,$,2023-12-01 20:00:00
stock,TSLA,TSLA Inc,07/05/2023,31030.319019938608,33244.28934570627,33446.367262910404,29805.430018376315,9702958.349281464,2757850758452.283,Artificial Intelligence,NASDAQ,US,USDT,2023-05-07 12:00:00
stock,MSFT,MSFT Inc,01-11-2024,11768.995381471075,12053.743592701945,12272.297707182803,11456.292296647216,8608920.61277381,2663328063866.767,TECHNOLOGY,NYSE,US,$,2024-01-11 04:00:00
crypto,SOL,SOL Coin,08-19-2023,11929.74 USD,11490.712570267113,12102.552236456251,11364.69552176474,4901394.122947176,295606481002.548,Crypto,BINANCE,Global,$,2023-08-19 17:00:00
crypto,SOL,SOL Coin,05-18-2024,40836.19198968026,38477.44805581802,42440.937533880475,37527.20774275443,2537847.551680869,380536101274.6325,Blockchain,COINBASE,US,usd,2024-05-18 20:00:00
stock,AMZN,AMZN Inc,2023-07-21,48606.584575999375,48450.66867649702,50355.46370552361,47183.890320990184,3716201.1811873466,1096361911025.4912,Retail,NYSE,Global,usd,2023-07-21 03:00:00
crypto,ETH,ETH Coin,08-11-2024,42417.734345235396,38785.83601701496,43009.414208438466,37831.45437472426,3165660.976696887,319585907212.4466,Crypto,COINBASE,Global,USD,2024-08-11 10:00:00
crypto,ADA,ADA Coin,2023-10-09,5745.520703835943,6087.7219477212175,6275.79798287902,5541.37307953809,3445202.42972335,314515286959.4976,Blockchain,COINBASE,US,USD,2023-10-09 09:00:00
crypto,ETH,ETH Coin,11/06/2024,12636.14 USD,13185.232436146236,13433.038424251072,12438.694505222838,5141561.303476379,77245166261.81456,crypto,COINBASE,US,$,2024-06-11 20:00:00
crypto,BTC,BTC Coin,06-21-2024,24958.54168350661,26238.764351111782,26629.296222189776,24519.373261451532,1991127.512762542,62392611109.35066,Blockchain,BINANCE,US,$,2024-06-21 21:00:00
crypto,ADA,ADA Coin,2024-01-04,18017.704269891594,17618.444893314376,18703.286593216293,17142.81625493851,813267.7184128665,58601088377.11665,Crypto,BINANCE,Global,$,2024-01-04 15:00:00
stock,TSLA,TSLA Inc,05-21-2023,23467.970460703702,22677.77198150535,24409.292825878878,21718.938535939764,9132210.227435654,1905658500082.632,Automotive,NASDAQ,US,$,2023-05-21 07:00:00
crypto,ETH,ETH Coin,06/06/2023,23052.462827682957,25031.438362596222,25984.184758961,21985.482390963407,5783390.290694951,136954288675.25888,blockchain,BINANCE,Global,$,2023-06-06 10:00:00
crypto,SOL,SOL Coin,22/12/2023,25429.327609537595,26665.03548127569,27326.558899000123,24248.163157874704,5300275.2055782275,127593334310.91202,crypto,COINBASE,US,USD,2023-12-22 01:00:00
crypto,BNB,BNB Coin,2023-02-07,17426.983774423465,17350.41143031428,17988.71956086168,16922.03566050126,1520316.1586611413,14531218291.256763,Crypto,BINANCE,US,$,2023-02-07 16:00:00
stock,GOOGL,GOOGL Inc,10-20-2023,32518.480640829588,31328.094733616817,34089.02520464597,31144.16374433275,1435757.3966929612,2797330516243.515,Retail,,US,USDT,2023-10-20 03:00:00
crypto,BTC,BTC Coin,05-29-2024,28007.871909806563,26287.11824187877,28334.8290012536,25713.761722135056,3213561.5550554367,263894492567.0926,Crypto,BINANCE,US,USDT,2024-05-29 18:00:00
crypto,ETH,ETH Coin,01/04/2024,4895.984372960645,5301.402012065117,5524.207360808972,4831.9996058539455,2626409.9421007014,334758415282.5863,Crypto,BINANCE,Global,USD,2024-04-01 17:00:00
crypto,BTC,BTC Coin,2024-08-17,21944.101283135427,22531.140651978636,22883.25102874894,21764.003689092035,406720.4170894618,287408353136.63696,Crypto,BINANCE,US,USDT,2024-08-17 01:00:00
crypto,BNB,BNB Coin,18/08/2023,41433.27570676189,42646.67500012335,43056.06555688151,39951.99628241197,5149538.039733002,278126599944.88715,crypto,COINBASE,Global,$,2023-08-18 21:00:00
stock,AAPL,AAPL Inc,05/05/2024,255.7719211428432,232.2755928222402,265.590601472456,221.6339699435541,9280290.53452668,995052717124.0071,Technology,NYSE,Global,USDT,2024-05-05 17:00:00
crypto,ETH,ETH Coin,09-22-2023,37911.75005183471,35072.19482195314,39668.025938391256,33377.8725742018,422329.47013483243,179880896129.0507,Crypto,COINBASE,US,$,2023-09-22 05:00:00
crypto,ETH,ETH Coin,2024-03-18,5179.373966564495,5165.733198396543,5383.512890701813,4981.04476211497,7458022.4401142625,26561383184.144245,Crypto,COINBASE,US,$,2024-03-18 22:00:00
crypto,ADA,ADA Coin,03/05/2024,45414.783719289335,42229.8623776747,45722.547240004074,40376.17212840098,3593746.779932182,310754085033.56665,crypto,BINANCE,Global,USD,2024-05-03 01:00:00
stock,AAPL,AAPL Inc,2023-08-14,23085.851657230687,21964.104267862618,23803.7981255942,21237.392919258247,3661463.7978071193,1473343865934.0193,ai,NASDAQ,US,usd,2023-08-14 04:00:00
stock,TSLA,TSLA Inc,03-20-2024,29615.64444120287,30535.3901174944,31692.605401066183,29473.502990520028,7660278.552114505,325534887779.75214,finance,NASDAQ,Global,USDT,2024-03-20 12:00:00
stock,TSLA,TSLA Inc,2023-04-10,11790.401421623845,12769.210353754015,13273.679441525259,11662.031321742546,7197416.887445249,714873561788.7047,RETAIL,NASDAQ,Global,$,2023-04-10 11:00:00
stock,,AMZN Inc,07-31-2024,42372.043016928204,39345.7018604496,43113.59107682086,38060.03096495588,5601761.284938639,808933953848.806,Technology,NYSE,US,usd,2024-07-31 19:00:00
crypto,SOL,SOL Coin,2024-02-09,22995.80857366253,23242.196848568765,23724.958723748565,22133.446471679814,6641543.056955606,188060204618.2531,crypto,BINANCE,Global,$,2024-02-09 15:00:00
stock,GOOGL,GOOGL Inc,2023-09-18,23955.003983441024,24671.178050081722,25331.580192448335,22827.916780277228,4231423.530979797,2373993802726.823,Artificial Intelligence,NYSE,Global,$,2023-09-18 17:00:00
stock,MSFT,MSFT Inc,2023-01-20,33097.34511545625,33151.36971254027,33361.60166823783,32339.732872478,8984361.604276866,39458973569.99446,RETAIL,NYSE,Global,USD,2023-01-20 22:00:00
stock,,TSLA Inc,2023-06-25,49118.61462398599,53631.43554504022,55737.30025496976,48661.32026736157,4106043.0566382236,1028067386685.0784,ai,NASDAQ,US,USDT,2023-06-25 04:00:00
crypto,ETH,ETH Coin,2024-02-19,47720.32393976697,46443.29227663578,47951.46422214431,44475.72472629535,7104279.252964028,164003732642.35062,crypto,COINBASE,Global,USDT,2024-02-19 23:00:00
stock,AAPL,AAPL Inc,2023-11-01,9975.148557212513,10601.161206973748,10860.186529583856,9759.506396590572,1540339.5971464138,1155112995918.0366,Retail,NASDAQ,Global,USD,2023-11-01 16:00:00
crypto,BNB,BNB Coin,07/02/2024,6301.54328832055,6319.871704102376,6564.97434412756,6217.192482090397,2613046.974401597,81137909559.296,Crypto,COINBASE,US,$,2024-02-07 16:00:00
stock,AMZN,AMZN Inc,05-09-2023,5291.985798539267,4883.497383086071,5516.711108648263,4699.003628300644,7081450.330556309,2556135061837.856,tech,NYSE,US,USD,2023-05-09 08:00:00
crypto,ETH,ETH Coin,20/08/2023,4689.1184200714615,4791.611959506558,4835.315283056447,4461.277364877253,4670000.620076547,8586438809.062002,blockchain,COINBASE,Global,USD,2023-08-20 09:00:00
crypto,ADA,ADA Coin,01-19-2023,40114.82383487637,42672.777597188455,43983.73465728498,38696.83249875064,4616804.885973243,135555597215.01488,blockchain,COINBASE,Global,USDT,2023-01-19 14:00:00
stock,MSFT,MSFT Inc,2024-06-29,3474.7345722335326,3358.328940606324,3617.6103937788553,3258.591363783026,6247055.445143344,2109745521042.7822,TECHNOLOGY,NYSE,US,USDT,2024-06-29 15:00:00
crypto,SOL,SOL Coin,2024-06-27,38854.528299450765,35749.78331388264,40528.23616853922,34152.842360980496,8909036.738933597,43052075808.4318,blockchain,BINANCE,US,$,2024-06-27 11:00:00
stock,MSFT,MSFT Inc,04-20-2023,31230.291281397695,33394.86621567731,33411.96675986923,30083.660458437524,9083474.874603964,1097671923939.174,RETAIL,NYSE,US,$,2023-04-20 01:00:00
crypto,ADA,ADA Coin,2023-05-01,35321.73253062325,32778.652957264254,36519.795543694214,31259.626253518847,7173534.0725069055,158329543931.00076,crypto,COINBASE,Global,$,2023-05-01 14:00:00
stock,AAPL,AAPL Inc,2023-09-19,23297.724321103786,21742.648661342864,24029.09698762616,21022.496945877087,3834366.6854875153,978176813616.4683,Technology,NASDAQ,Global,USDT,2023-09-19 23:00:00
stock,MSFT,MSFT Inc,09-04-2023,8951.294444515306,9581.481495205948,9935.654445940241,8762.301290665564,1284202.337757405,1960056845612.8674,Automotive,NASDAQ,US,USDT,2023-09-04 07:00:00
stock,AMZN,AMZN Inc,02-01-2023,914.7876107554075,970.4791123572503,985.220578313878,874.4094139307667,1645725.0516079117,2064457986256.7354,ai,NASDAQ,Global,USDT,2023-02-01 18:00:00
