market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated,daily_change,daily_change_pct
crypto,BTC,BTC Coin,2023-11-14,41484.85,40672.73,41737.72,39919.37,3520558.63,374036530920.03,Crypto,COINBASE,Global,USD,2023-11-14 14:00:00,-812.12,-1.96
crypto,BTC,BTC Coin,2024-01-04,21299.73,23159.28,23239.02,20440.39,6079820.77,173037736283.77,Crypto,BINANCE,Global,USD,2024-01-04 10:00:00,1859.55,8.73
crypto,BNB,BNB Coin,2023-06-10,45897.95,46436.73,46516.98,44435.83,9188414.09,354084436025.32,Crypto,BINANCE,US,USD,2023-06-10 06:00:00,538.78,1.17
crypto,BNB,BNB Coin,2024-03-26,36333.4,34656.2,36378.83,33925.58,8349975.06,202477913959.37,Crypto,BINANCE,Global,USD,2024-03-26 09:00:00,-1677.2,-4.62
crypto,BTC,BTC Coin,2023-06-05,42332.89,42790.04,44092.41,41960.71,199087.16,396156135271.57,Crypto,BINANCE,Global,USD,2023-06-05 01:00:00,457.15,1.08
stock,AMZN,AMZN Inc,2023-06-12,26565.75,28967.57,30074.88,25439.78,1653432.89,2855416601101.45,Automotive,NASDAQ,Global,USD,2023-06-12 10:00:00,2401.82,9.04
stock,MSFT,MSFT Inc,2024-07-03,13206.76,13046.43,13605.54,12678.9,565149.43,1067401468278.01,Finance,NASDAQ,US,USD,2024-07-03 20:00:00,-160.33,-1.21
crypto,SOL,SOL Coin,2024-04-11,21261.86,22754.76,22838.9,21059.94,1734872.97,390374487984.61,Crypto,BINANCE,Global,USD,2024-04-11 12:00:00,1492.9,7.02
stock,AAPL,AAPL Inc,2023-03-17,33093.72,35806.12,36380.23,31619.33,8645793.6,2041420779560.92,Technology,NYSE,US,USD,2023-03-17 16:00:00,2712.41,8.2
stock,GOOGL,GOOGL Inc,2023-04-05,11634.36,11602.27,11719.37,11194.43,3853421.06,1001416813624.7,Technology,exchange_empty,Global,USD,2023-04-05 17:00:00,-32.09,-0.28
stock,MSFT,MSFT Inc,2023-03-28,22518.47,21998.97,23390.6,21909.23,1010131.24,838993327538.3,Retail,NASDAQ,US,USD,2023-03-28 00:00:00,-519.5,-2.31
crypto,ETH,ETH Coin,2024-07-22,46589.24,48328.08,50735.83,45040.25,8303269.11,330204504660.46,Crypto,BINANCE,Global,USD,2024-07-22 17:00:00,1738.83,3.73
stock,GOOGL,GOOGL Inc,2024-01-09,16178.21,16840.46,17269.58,15522.16,1739622.94,2024370488983.9,Retail,NASDAQ,US,USD,2024-01-09 02:00:00,662.25,4.09
stock,MSFT,MSFT Inc,2024-07-12,35599.4,35818.51,36716.51,34139.9,4293431.94,2143062551829.89,Finance,NASDAQ,Global,USD,2024-07-12 23:00:00,219.11,0.62
crypto,BNB,BNB Coin,2023-09-24,42737.82,44113.28,46313.12,42509.55,1453159.01,349202020807.28,Crypto,COINBASE,Global,USD,2023-09-24 16:00:00,1375.46,3.22
stock,AAPL,AAPL Inc,2023-07-14,6605.55,6560.76,6861.98,6283.82,8804339.9,1203417845250.17,Retail,NASDAQ,US,USD,2023-07-14 19:00:00,-44.8,-0.68
stock,GOOGL,GOOGL Inc,2023-12-03,37449.73,34042.97,37625.44,33397.62,8382080.94,1711482079106.11,AI,NYSE,US,USD,2023-12-03 01:00:00,-3406.76,-9.1
stock,AAPL,AAPL Inc,2024-01-12,34421.58,32362.75,34757.23,32170.78,1133240.62,2622856602730.4,Automotive,exchange_empty,US,USD,2024-01-12 14:00:00,-2058.83,-5.98
stock,TSLA,TSLA Inc,2024-02-14,26680.01,26260.7,27267.41,26188.76,8614570.56,2061351883684.34,Finance,NASDAQ,US,USD,2024-02-14 01:00:00,-419.3,-1.57
stock,MSFT,MSFT Inc,2024-07-22,20336.85,18738.3,21351.49,17937.56,5156307.72,2596301753006.42,Finance,exchange_empty,US,USD,2024-07-22 15:00:00,-1598.55,-7.86
stock,GOOGL,GOOGL Inc,2023-05-05,25542.04,24545.55,26687.45,24506.7,4101232.76,801211373909.19,AI,NYSE,US,USD,2023-05-05 13:00:00,-996.48,-3.9
stock,GOOGL,GOOGL Inc,2023-08-20,33170.17,32351.7,34805.41,30878.69,1192145.28,219867025326.91,Technology,NASDAQ,US,USD,2023-08-20 16:00:00,-818.47,-2.47
stock,MSFT,MSFT Inc,2024-08-12,37934.89,37715.6,38460.79,36414.06,3380391.69,2101275111417.78,Retail,NYSE,US,USD,2024-08-12 03:00:00,-219.29,-0.58
stock,AMZN,AMZN Inc,2023-02-15,42533.62,38833.85,43399.77,38343.78,39250.92,683593152017.71,AI,NASDAQ,Global,USD,2023-02-15 14:00:00,-3699.77,-8.7
stock,AMZN,AMZN Inc,2024-08-21,35317.6,32304.12,36898.05,31476.01,6522741.1,2635317225174.98,Automotive,NASDAQ,US,USD,2024-08-21 15:00:00,-3013.48,-8.53
stock,GOOGL,GOOGL Inc,2023-03-20,44059.31,43255.17,44582.93,41649.15,7659649.92,2647279789811.34,Finance,NASDAQ,US,USD,2023-03-20 10:00:00,-804.13,-1.83
stock,AMZN,AMZN Inc,2023-09-06,3620.81,3269.61,3769.8,3169.33,2765216.0,2788996779402.38,Technology,NYSE,Global,USD,2023-09-06 11:00:00,-351.2,-9.7
stock,TSLA,TSLA Inc,2023-02-10,17330.57,18964.73,19891.23,16751.3,9636937.49,573237804371.37,Automotive,NASDAQ,US,USD,2023-02-10 04:00:00,1634.16,9.43
crypto,BNB,BNB Coin,2024-04-17,42725.51,40264.56,44491.12,38963.47,1958039.48,123446062647.15,Crypto,BINANCE,US,USD,2024-04-17 22:00:00,-2460.95,-5.76
crypto,ETH,ETH Coin,2023-03-12,10717.07,11771.28,11835.18,10186.59,8708064.67,374238063432.33,Crypto,COINBASE,Global,USD,2023-03-12 01:00:00,1054.21,9.84
crypto,BNB,BNB Coin,2023-04-18,21087.1,19324.07,21693.24,18738.28,4836735.51,236708741281.85,Crypto,BINANCE,Global,USD,2023-04-18 12:00:00,-1763.03,-8.36
crypto,ETH,ETH Coin,2023-07-13,32000.28,34948.14,36092.79,30943.32,3296998.64,254004785253.87,Crypto,BINANCE,Global,USD,2023-07-13 07:00:00,2947.86,9.21
crypto,SOL,SOL Coin,2024-06-20,12973.79,12653.18,13520.06,12564.46,6278296.99,193478576398.52,Crypto,BINANCE,US,USD,2024-06-20 08:00:00,-320.61,-2.47
stock,AAPL,AAPL Inc,2024-02-13,21360.72,21941.3,22825.59,21080.73,355559.7,1752694416562.31,AI,NASDAQ,US,USD,2024-02-13 06:00:00,580.58,2.72
crypto,ETH,ETH Coin,2023-05-07,36000.18,33112.9,36270.63,32761.75,5590336.79,293796349449.23,Crypto,COINBASE,Global,USD,2023-05-07 09:00:00,-2887.28,-8.02
stock,GOOGL,GOOGL Inc,2023-09-24,9245.36,8377.43,9320.22,8148.13,5233404.26,2466670681851.13,Technology,NASDAQ,US,USD,2023-09-24 23:00:00,-867.93,-9.39
crypto,ETH,ETH Coin,2023-04-27,35812.86,39325.32,39480.11,34255.4,844471.58,343791943210.8,Crypto,BINANCE,Global,USD,2023-04-27 09:00:00,3512.46,9.81
stock,AMZN,AMZN Inc,2023-12-14,13350.37,13840.68,13932.51,12751.73,4602194.53,1619989559268.63,Technology,NASDAQ,US,USD,2023-12-14 06:00:00,490.31,3.67
crypto,ETH,ETH Coin,2023-11-12,41459.95,44258.95,44518.81,41070.9,5642085.66,153479849539.01,Crypto,COINBASE,US,USD,2023-11-12 20:00:00,2799.0,6.75
crypto,SOL,SOL Coin,2023-08-19,4747.22,4974.74,4989.57,4575.77,955219.92,203905518181.3,Crypto,COINBASE,Global,USD,2023-08-19 09:00:00,227.52,4.79
stock,MSFT,MSFT Inc,2023-09-09,32265.05,34787.24,36063.71,32202.3,7609737.38,1596995153424.36,Automotive,NASDAQ,US,USD,2023-09-09 23:00:00,2522.19,7.82
stock,AAPL,AAPL Inc,2024-01-13,27383.76,27153.41,28158.68,26572.45,7021308.75,901238578844.43,AI,NASDAQ,Global,USD,2024-01-13 14:00:00,-230.35,-0.84
crypto,BTC,BTC Coin,2023-02-02,37339.79,34679.28,37388.72,33845.08,5815188.13,37802306785.0,Crypto,BINANCE,US,USD,2023-02-02 14:00:00,-2660.51,-7.13
crypto,BTC,BTC Coin,2023-05-21,25773.4,25951.6,26019.72,25401.73,2103686.73,18766172696.23,Crypto,BINANCE,US,USD,2023-05-21 01:00:00,178.2,0.69
crypto,BNB,BNB Coin,2024-07-25,15548.0,15479.25,16241.32,15329.24,7818853.92,318811389460.99,Crypto,COINBASE,US,USD,2024-07-25 02:00:00,-68.75,-0.44
stock,AAPL,AAPL Inc,2023-04-29,2416.64,2467.75,2518.43,2405.65,3496583.04,489698250870.11,Finance,NYSE,Global,USD,2023-04-29 04:00:00,51.12,2.12
stock,GOOGL,GOOGL Inc,2023-01-23,26304.77,27864.12,28237.91,26228.25,5399671.21,1237539569483.79,AI,NYSE,Global,USD,2023-01-23 13:00:00,1559.35,5.93
crypto,SOL,SOL Coin,2023-03-01,26285.67,27715.57,27786.83,26021.78,5240070.34,337186018163.89,Crypto,BINANCE,Global,USD,2023-03-01 07:00:00,1429.9,5.44
crypto,BTC,BTC Coin,2023-12-26,5589.37,5859.4,5897.83,5363.65,1265106.13,182519157333.7,Crypto,BINANCE,Global,USD,2023-12-26 00:00:00,270.04,4.83
stock,GOOGL,GOOGL Inc,2023-04-05,33099.07,31582.1,33346.44,30508.27,4991347.83,29661067063.83,Automotive,NYSE,Global,USD,2023-04-05 03:00:00,-1516.97,-4.58
stock,AAPL,AAPL Inc,2024-04-15,18366.13,18347.51,18758.56,18184.83,297110.06,1515203437444.02,AI,NYSE,Global,USD,2024-04-15 05:00:00,-18.61,-0.1
stock,GOOGL,GOOGL Inc,2024-03-16,12203.32,12744.62,13002.72,11772.75,6153858.38,2605410098635.91,AI,NYSE,Global,USD,2024-03-16 19:00:00,541.3,4.44
crypto,ETH,ETH Coin,2023-07-20,22502.32,22351.8,22568.54,22266.86,8469120.07,308709345450.93,Crypto,exchange_empty,Global,USD,2023-07-20 14:00:00,-150.52,-0.67
stock,GOOGL,GOOGL Inc,2024-07-02,38249.88,36821.47,39646.81,35931.67,4608206.46,1199998434751.88,Retail,NYSE,Global,USD,2024-07-02 07:00:00,-1428.41,-3.73
stock,AMZN,AMZN Inc,2023-02-18,48271.44,51528.89,53573.01,46593.81,2896612.25,179003761801.76,AI,NYSE,Global,USD,2023-02-18 01:00:00,3257.44,6.75
crypto,BNB,BNB Coin,2024-07-18,42312.7,45990.76,46609.17,41482.13,7239304.1,231411273154.89,Crypto,BINANCE,US,USD,2024-07-18 06:00:00,3678.06,8.69
crypto,ETH,ETH Coin,2024-04-21,20379.36,19105.54,21091.52,18975.42,8775466.01,94424897347.37,Crypto,COINBASE,US,USD,2024-04-21 15:00:00,-1273.81,-6.25
stock,TSLA,TSLA Inc,2024-06-22,17364.15,17923.41,18697.94,17039.31,4129506.51,2013565722773.19,AI,NASDAQ,US,USD,2024-06-22 18:00:00,559.27,3.22
crypto,ETH,ETH Coin,2024-07-25,41762.48,44956.77,46987.0,40496.68,8596530.44,368322086534.0,Crypto,BINANCE,Global,USD,2024-07-25 13:00:00,3194.29,7.65
stock,AMZN,AMZN Inc,2023-03-12,1917.57,1969.66,2016.01,1848.07,9703861.02,1715345517027.63,Automotive,NYSE,Global,USD,2023-03-12 02:00:00,52.1,2.72
crypto,ADA,ADA Coin,2023-09-24,47294.41,44071.46,48185.88,42787.29,7310474.17,26752989025.72,Crypto,BINANCE,Global,USD,2023-09-24 17:00:00,-3222.95,-6.81
stock,AAPL,AAPL Inc,2024-06-22,49305.23,51760.75,53805.18,47102.34,4763643.78,654671534122.75,Technology,NYSE,US,USD,2024-06-22 03:00:00,2455.52,4.98
crypto,BTC,BTC Coin,2023-07-24,13510.6,12552.39,13838.5,12508.7,4868419.45,378515693438.92,Crypto,BINANCE,Global,USD,2023-07-24 07:00:00,-958.21,-7.09
stock,AMZN,AMZN Inc,2024-01-18,32517.12,35358.36,35445.09,31140.66,1328410.35,1220454565729.78,Retail,exchange_empty,US,USD,2024-01-18 10:00:00,2841.24,8.74
stock,AAPL,AAPL Inc,2024-06-04,15112.28,14294.13,15526.88,13813.34,4052673.41,265145617074.51,Finance,NYSE,Global,USD,2024-06-04 02:00:00,-818.15,-5.41
crypto,BNB,BNB Coin,2023-02-17,7791.23,7617.41,7891.37,7445.71,7363625.93,377036552747.43,Crypto,COINBASE,US,USD,2023-02-17 04:00:00,-173.81,-2.23
crypto,BNB,BNB Coin,2023-05-15,25769.68,27598.9,28682.26,24683.49,2455042.16,327710210000.06,Crypto,COINBASE,Global,USD,2023-05-15 17:00:00,1829.22,7.1
stock,AMZN,AMZN Inc,2023-10-26,48739.95,47532.47,49299.99,47221.44,1996919.98,2018444379716.93,Retail,exchange_empty,US,USD,2023-10-26 17:00:00,-1207.49,-2.48
stock,MSFT,MSFT Inc,2024-04-30,1722.11,1556.44,1760.99,1529.71,1425202.11,2095250739409.09,Technology,NYSE,US,USD,2024-04-30 23:00:00,-165.67,-9.62
crypto,ADA,ADA Coin,2023-05-22,6445.54,6488.99,6589.02,6365.69,8041363.42,306733568935.61,Crypto,COINBASE,Global,USD,2023-05-22 19:00:00,43.45,0.67
stock,TSLA,TSLA Inc,2023-10-27,9638.3,10395.19,10611.21,9386.13,1681070.39,207612806291.79,Technology,NYSE,Global,USD,2023-10-27 15:00:00,756.88,7.85
stock,TSLA,TSLA Inc,2024-06-26,46153.15,41556.53,47424.06,41291.12,4305905.53,2984735441537.97,AI,exchange_empty,US,USD,2024-06-26 00:00:00,-4596.63,-9.96
crypto,ETH,ETH Coin,2023-10-29,18973.56,17185.6,19723.29,16718.83,5311125.32,177541632137.79,Crypto,COINBASE,Global,USD,2023-10-29 15:00:00,-1787.96,-9.42
crypto,ADA,ADA Coin,2024-06-10,39208.08,41511.55,42659.18,39021.12,1159726.42,105995621138.62,Crypto,COINBASE,US,USD,2024-06-10 02:00:00,2303.46,5.87
stock,AAPL,AAPL Inc,2023-04-13,27933.62,26430.87,28118.41,25507.12,8563302.87,2362013727284.36,AI,NYSE,US,USD,2023-04-13 04:00:00,-1502.76,-5.38
crypto,SOL,SOL Coin,2024-01-09,32260.17,29616.95,33800.32,28588.41,6070392.83,316109643122.07,Crypto,COINBASE,Global,USD,2024-01-09 11:00:00,-2643.22,-8.19
crypto,ADA,ADA Coin,2023-09-27,6651.46,6853.93,6865.0,6352.74,7231713.2,322225238968.15,Crypto,BINANCE,US,USD,2023-09-27 02:00:00,202.47,3.04
crypto,ADA,ADA Coin,2023-09-26,22180.9,21064.46,22648.06,20092.57,7549250.54,66257451451.25,Crypto,COINBASE,US,USD,2023-09-26 15:00:00,-1116.44,-5.03
crypto,ADA,ADA Coin,2024-06-28,41897.35,43259.92,44160.99,41617.65,1862126.66,36221265070.68,Crypto,COINBASE,US,USD,2024-06-28 20:00:00,1362.58,3.25
stock,MSFT,MSFT Inc,2024-06-25,6864.81,6702.21,7203.5,6421.06,8309933.88,801047039970.33,Retail,NASDAQ,US,USD,2024-06-25 05:00:00,-162.6,-2.37
crypto,SOL,SOL Coin,2024-07-07,800.55,871.78,914.11,797.54,5017894.84,262492628310.86,Crypto,BINANCE,Global,USD,2024-07-07 08:00:00,71.23,8.9
crypto,BNB,BNB Coin,2024-03-06,19569.32,20016.25,20395.4,19283.78,7955959.9,92048197077.97,Crypto,COINBASE,US,USD,2024-03-06 04:00:00,446.93,2.28
stock,AMZN,AMZN Inc,2023-05-30,20253.05,22107.19,22383.32,19591.22,357569.38,636084766957.69,AI,NYSE,Global,USD,2023-05-30 01:00:00,1854.14,9.15
crypto,BTC,BTC Coin,2024-03-13,18552.86,17068.02,18554.2,16705.67,3015964.49,136284586235.92,Crypto,COINBASE,US,USD,2024-03-13 15:00:00,-1484.84,-8.0
stock,MSFT,MSFT Inc,2023-11-14,42998.62,43724.52,44098.73,42708.91,2536606.12,63293273407.68,Retail,NASDAQ,US,USD,2023-11-14 11:00:00,725.9,1.69
stock,AAPL,AAPL Inc,2024-04-12,44732.76,41865.01,46698.73,41452.58,3098465.63,690062737293.41,Technology,NYSE,US,USD,2024-04-12 04:00:00,-2867.75,-6.41
crypto,ADA,ADA Coin,2024-06-05,4137.83,3814.69,4322.13,3701.02,326265.04,18586847055.49,Crypto,COINBASE,Global,USD,2024-06-05 12:00:00,-323.14,-7.81
crypto,ADA,ADA Coin,2024-05-06,10407.53,9856.2,10491.23,9738.92,7128.33,224836642511.99,Crypto,COINBASE,US,USD,2024-05-06 19:00:00,-551.34,-5.3
stock,GOOGL,GOOGL Inc,2023-12-18,4352.69,4398.28,4474.37,4141.23,4610281.34,1322562650051.57,Finance,NASDAQ,US,USD,2023-12-18 09:00:00,45.59,1.05
stock,AAPL,AAPL Inc,2023-11-21,12390.23,13048.18,13290.25,12234.94,5790578.27,1716050638615.76,Automotive,NASDAQ,US,USD,2023-11-21 01:00:00,657.95,5.31
crypto,ETH,ETH Coin,2023-03-19,27350.77,25631.1,28475.7,25353.05,9723585.79,348354961854.82,Crypto,BINANCE,US,USD,2023-03-19 15:00:00,-1719.67,-6.29
stock,AAPL,AAPL Inc,2023-07-09,29565.65,29516.38,30557.38,29487.13,5323188.5,289809938131.54,Retail,NASDAQ,Global,USD,2023-07-09 20:00:00,-49.26,-0.17
crypto,BTC,BTC Coin,2023-04-22,17367.2,16668.94,17658.36,15867.67,2848121.71,275866760803.84,Crypto,BINANCE,Global,USD,2023-04-22 23:00:00,-698.26,-4.02
stock,AMZN,AMZN Inc,2024-01-31,22876.82,22697.58,23752.13,22132.74,4631352.8,527109717483.53,Retail,NYSE,Global,USD,2024-01-31 06:00:00,-179.24,-0.78
stock,GOOGL,GOOGL Inc,2023-12-25,42625.48,39138.72,44719.02,38113.43,1860684.01,702562671984.47,Technology,NASDAQ,US,USD,2023-12-25 20:00:00,-3486.76,-8.18
crypto,BNB,BNB Coin,2024-03-31,778.36,726.44,791.41,710.26,1295678.97,144959582028.55,Crypto,COINBASE,Global,USD,2024-03-31 07:00:00,-51.91,-6.67
stock,TSLA,TSLA Inc,2024-05-07,42215.38,42826.15,43461.91,40360.84,156335.09,2031130255587.52,Automotive,NASDAQ,US,USD,2024-05-07 10:00:00,610.77,1.45
crypto,ADA,ADA Coin,2024-03-12,31427.68,31278.61,31587.96,30038.45,8151907.86,294061921534.32,Crypto,BINANCE,Global,USD,2024-03-12 06:00:00,-149.07,-0.47
crypto,SOL,SOL Coin,2023-01-20,48142.01,52955.95,55076.06,46356.39,2311918.51,194541329868.05,Crypto,COINBASE,Global,USD,2023-01-20 16:00:00,4813.93,10.0
crypto,BNB,BNB Coin,2023-02-03,49339.39,47714.55,51082.17,47616.77,8196141.87,105185556567.41,Crypto,BINANCE,Global,USD,2023-02-03 18:00:00,-1624.84,-3.29
crypto,ETH,ETH Coin,2024-02-01,8456.59,7906.8,8664.8,7887.81,9045032.46,241053504606.61,Crypto,BINANCE,Global,USD,2024-02-01 09:00:00,-549.78,-6.5
crypto,BTC,BTC Coin,2023-03-01,14393.11,14648.76,14998.45,13759.35,3693702.56,70645861904.49,Crypto,BINANCE,Global,USD,2023-03-01 11:00:00,255.65,1.78
stock,MSFT,MSFT Inc,2024-03-02,47572.6,48138.01,49667.02,45721.8,7419785.31,2864595959289.34,Technology,NYSE,US,USD,2024-03-02 23:00:00,565.41,1.19
stock,GOOGL,GOOGL Inc,2023-04-04,11041.9,9950.71,11254.85,9876.21,9825082.26,166963599533.3,Technology,NYSE,Global,USD,2023-04-04 10:00:00,-1091.2,-9.88
stock,TSLA,TSLA Inc,2024-02-20,37245.89,35478.57,38214.9,35011.27,4973260.98,2006590366387.87,Technology,exchange_empty,Global,USD,2024-02-20 14:00:00,-1767.32,-4.75
stock,GOOGL,GOOGL Inc,2023-11-10,37045.8,34968.01,37226.77,34055.44,747016.17,274753712421.0,AI,NASDAQ,Global,USD,2023-11-10 03:00:00,-2077.79,-5.61
crypto,BNB,BNB Coin,2023-02-18,32027.26,30468.82,33571.83,30201.39,1096759.99,253630248457.75,Crypto,BINANCE,Global,USD,2023-02-18 05:00:00,-1558.43,-4.87
stock,AAPL,AAPL Inc,2024-01-09,17660.2,18544.23,19286.74,16910.86,6618758.01,2248051260743.89,Technology,NYSE,US,USD,2024-01-09 05:00:00,884.03,5.01
crypto,SOL,SOL Coin,2024-03-19,16175.45,14817.77,16197.5,14158.38,43055.01,345778334393.28,Crypto,BINANCE,Global,USD,2024-03-19 18:00:00,-1357.68,-8.39
stock,GOOGL,GOOGL Inc,2023-09-04,14973.44,13806.53,15460.91,13800.94,9009363.22,987568367754.56,Technology,NASDAQ,Global,USD,2023-09-04 20:00:00,-1166.91,-7.79
stock,AAPL,AAPL Inc,2023-07-08,38501.38,41865.35,43762.61,38279.13,7864718.67,766023293034.39,AI,NASDAQ,Global,USD,2023-07-08 07:00:00,3363.97,8.74
stock,AMZN,AMZN Inc,2023-06-18,4187.32,4177.12,4198.79,4176.8,3583738.52,886044513572.03,Automotive,NASDAQ,Global,USD,2023-06-18 05:00:00,-10.2,-0.24
stock,AAPL,AAPL Inc,2023-11-01,38658.32,37972.45,38887.0,36524.17,6730772.72,2875436355982.79,Automotive,NASDAQ,US,USD,2023-11-01 12:00:00,-685.87,-1.77
stock,GOOGL,GOOGL Inc,2023-11-15,48972.23,45369.46,49354.08,43197.26,2604384.89,2491506258102.48,Retail,NYSE,Global,USD,2023-11-15 00:00:00,-3602.77,-7.36
stock,AAPL,AAPL Inc,2024-02-14,9920.86,10015.83,10239.39,9586.44,6183845.79,2464991642045.82,Retail,NASDAQ,Global,USD,2024-02-14 11:00:00,94.97,0.96
crypto,SOL,SOL Coin,2023-12-28,16744.81,17377.27,17620.52,16446.07,9572501.44,203418686785.43,Crypto,BINANCE,US,USD,2023-12-28 04:00:00,632.45,3.78
crypto,BTC,BTC Coin,2023-07-10,20925.79,21961.87,22850.49,20220.43,7051617.02,292936031776.7,Crypto,COINBASE,US,USD,2023-07-10 00:00:00,1036.08,4.95
crypto,ETH,ETH Coin,2024-05-05,40927.94,39252.98,42846.97,38418.44,3533679.84,176586497449.0,Crypto,COINBASE,US,USD,2024-05-05 11:00:00,-1674.95,-4.09
stock,AMZN,AMZN Inc,2024-04-21,17396.45,16165.64,17456.03,15617.45,4587445.72,1263920093448.35,AI,NYSE,Global,USD,2024-04-21 23:00:00,-1230.81,-7.08
stock,TSLA,TSLA Inc,2023-01-20,705.84,716.99,722.18,677.99,1208364.59,1091832648913.7,Finance,NASDAQ,Global,USD,2023-01-20 11:00:00,11.15,1.58
stock,MSFT,MSFT Inc,2023-01-17,4767.01,4534.72,4874.68,4346.01,4462967.38,1566093862785.27,AI,NYSE,US,USD,2023-01-17 12:00:00,-232.29,-4.87
crypto,ETH,ETH Coin,2024-01-19,43031.25,45569.26,47831.45,42017.68,5754395.54,140380374658.37,Crypto,COINBASE,Global,USD,2024-01-19 09:00:00,2538.01,5.9
crypto,ETH,ETH Coin,2023-11-23,19985.61,20208.19,20591.22,19531.8,808583.56,378925110005.71,Crypto,COINBASE,US,USD,2023-11-23 12:00:00,222.57,1.11
stock,MSFT,MSFT Inc,2023-10-31,49264.14,44985.46,51237.27,43279.91,1976272.99,2353544339097.76,Technology,NYSE,US,USD,2023-10-31 01:00:00,-4278.69,-8.69
stock,TSLA,TSLA Inc,2023-09-02,2216.17,2199.88,2216.33,2150.86,4621354.6,2083177490837.63,Automotive,NYSE,Global,USD,2023-09-02 01:00:00,-16.29,-0.74
stock,AMZN,AMZN Inc,2024-04-19,36016.39,33322.41,36654.85,33208.41,7253616.14,2747292993975.21,AI,NASDAQ,US,USD,2024-04-19 19:00:00,-2693.98,-7.48
crypto,ADA,ADA Coin,2023-12-26,27957.99,27388.2,28776.04,27075.51,1276249.23,239738670419.58,Crypto,BINANCE,US,USD,2023-12-26 16:00:00,-569.79,-2.04
stock,MSFT,MSFT Inc,2023-02-03,11975.85,11850.68,11989.45,11584.25,3819286.61,2909793612547.89,Technology,NASDAQ,Global,USD,2023-02-03 11:00:00,-125.17,-1.05
crypto,ETH,ETH Coin,2024-07-29,49276.36,48568.17,50297.11,47264.36,1162421.64,103653569547.83,Crypto,COINBASE,US,USD,2024-07-29 22:00:00,-708.19,-1.44
stock,MSFT,MSFT Inc,2024-01-27,16826.85,16709.48,17547.56,16035.07,6077785.52,1185357368346.69,Automotive,NASDAQ,US,USD,2024-01-27 20:00:00,-117.37,-0.7
crypto,SOL,SOL Coin,2024-04-08,15846.46,15759.8,15905.31,15400.45,3103945.89,19866650452.01,Crypto,COINBASE,US,USD,2024-04-08 12:00:00,-86.66,-0.55
stock,TSLA,TSLA Inc,2024-05-05,31552.17,29937.8,31714.14,28501.86,908641.87,2978501940641.02,Automotive,NASDAQ,US,USD,2024-05-05 00:00:00,-1614.37,-5.12
crypto,ETH,ETH Coin,2024-01-28,42751.06,39816.06,43610.65,38530.47,6445536.39,273623513176.43,Crypto,BINANCE,US,USD,2024-01-28 13:00:00,-2935.0,-6.87
crypto,ADA,ADA Coin,2024-05-07,47666.43,49845.33,52225.62,45944.17,5877568.66,77157763280.85,Crypto,COINBASE,Global,USD,2024-05-07 07:00:00,2178.89,4.57
stock,MSFT,MSFT Inc,2023-03-13,35550.7,32147.41,37325.2,32031.77,1198401.06,2199481131959.9,Retail,NASDAQ,Global,USD,2023-03-13 14:00:00,-3403.3,-9.57
crypto,BTC,BTC Coin,2024-04-02,15734.68,16927.03,17517.38,15123.79,339577.59,219708875846.59,Crypto,COINBASE,Global,USD,2024-04-02 06:00:00,1192.36,7.58
crypto,BNB,BNB Coin,2024-03-07,1916.48,1779.0,1977.44,1756.32,4680700.98,120238012032.84,Crypto,COINBASE,US,USD,2024-03-07 14:00:00,-137.48,-7.17
crypto,ADA,ADA Coin,2023-09-10,7802.69,7516.79,8080.81,7278.1,3488763.42,242113708924.18,Crypto,COINBASE,US,USD,2023-09-10 16:00:00,-285.9,-3.66
crypto,BTC,BTC Coin,2024-06-20,29745.3,31586.76,32328.17,28429.87,8383835.95,81627091625.29,Crypto,COINBASE,Global,USD,2024-06-20 20:00:00,1841.46,6.19
stock,AAPL,AAPL Inc,2023-09-07,23591.65,22464.34,24696.12,22169.54,5664523.42,223477342758.58,AI,NYSE,US,USD,2023-09-07 15:00:00,-1127.32,-4.78
stock,AAPL,AAPL Inc,2023-11-15,26641.04,24763.38,27585.59,24135.23,6343458.4,2006588767661.17,Finance,NYSE,US,USD,2023-11-15 06:00:00,-1877.66,-7.05
crypto,ETH,ETH Coin,2024-05-21,7110.32,7237.41,7403.66,6835.46,2408368.44,22854657271.02,Crypto,COINBASE,US,USD,2024-05-21 20:00:00,127.09,1.79
crypto,ETH,ETH Coin,2023-09-16,2957.76,2918.87,3035.12,2817.9,8205677.74,254505033459.6,Crypto,BINANCE,Global,USD,2023-09-16 07:00:00,-38.89,-1.31
stock,GOOGL,GOOGL Inc,2023-03-06,43290.48,45223.51,46232.57,43126.99,7022680.73,179741051880.84,Retail,NASDAQ,Global,USD,2023-03-06 03:00:00,1933.03,4.47
crypto,BNB,BNB Coin,2023-07-15,23634.76,23412.47,24261.96,22318.44,9085034.02,372762913115.32,Crypto,COINBASE,Global,USD,2023-07-15 11:00:00,-222.29,-0.94
crypto,ADA,ADA Coin,2023-10-07,30883.11,33517.21,35182.41,29591.26,7490220.85,268748235398.53,Crypto,exchange_empty,US,USD,2023-10-07 08:00:00,2634.1,8.53
stock,MSFT,MSFT Inc,2023-04-30,23055.25,25257.54,26331.32,22705.67,3827379.0,1744036071720.27,Finance,NASDAQ,Global,USD,2023-04-30 13:00:00,2202.3,9.55
